Cust_id,Inception_Date,Current_status,Duration,Acquisition_cost,Total_tran_6m,Total_tran_12m,Total_tran_18m,Avg_Tran_6m,Avg_Tran_12m,Avg_Tran_18m,Status,gender,age,marital_status,emp_status,no_of_dep,FS_code,no_complaints,only_promo_buyer_flg,value_cust_lvl,high_freq_cust_flg
7898,13-Nov-07,Y,35,113,304,256,13,92,123,80,0,1,3,3,3,4,3,20,2,3,1
7899,8-Aug-08,Y,6,88,500,771,836,110,113,64,1,1,1,1,3,1,1,27,2,1,1
7900,11-Sep-13,N,27,149,891,654,58,143,78,179,0,1,2,3,2,4,1,16,1,3,2
7901,6-May-12,N,30,99,442,28,816,54,90,64,0,1,5,3,2,4,2,27,1,1,2
7902,26-Oct-10,N,9,126,106,540,585,189,166,172,1,1,4,2,2,3,1,13,2,2,2
7903,17-May-12,Y,29,57,444,606,767,197,106,135,0,1,1,3,3,1,1,8,1,1,1
7904,19-Jul-09,Y,31,101,518,697,376,156,54,196,0,2,1,1,2,4,2,21,2,1,2
7905,16-Jul-09,Y,10,145,423,493,671,179,51,187,1,1,2,2,2,2,2,13,2,1,1
7906,18-Nov-10,Y,30,137,41,404,140,124,141,57,0,1,2,2,1,2,3,27,1,2,2
7907,2-May-10,Y,16,120,408,14,780,166,73,138,1,2,3,1,1,2,1,16,2,3,1
7908,18-Oct-10,Y,10,85,651,679,141,189,72,87,1,2,3,1,1,1,1,1,1,1,2
7909,2-Jan-13,Y,32,111,1000,849,984,183,86,113,0,2,2,3,3,3,2,21,1,2,2
7910,8-Nov-11,Y,19,91,737,885,281,161,53,163,1,2,4,3,2,2,3,6,2,2,1
7911,18-Jul-10,Y,20,88,856,188,773,166,115,199,1,1,2,2,2,4,3,6,1,2,2
7912,15-Jul-12,Y,22,111,594,290,445,92,88,69,1,2,2,2,2,3,2,25,1,2,1
7913,26-May-12,N,6,119,379,328,389,71,161,70,1,1,4,2,3,3,2,25,2,1,1
7914,3-Feb-13,N,30,71,388,816,147,113,95,57,0,2,4,3,2,1,1,15,2,2,2
7915,27-Nov-12,N,19,139,483,136,989,147,121,83,1,1,3,1,2,4,1,4,2,2,2
7916,17-Jun-11,Y,28,60,786,139,706,151,192,73,0,1,3,3,1,1,1,4,2,3,1
7917,1-Aug-10,N,14,146,166,43,990,104,179,53,1,1,1,3,1,3,3,12,1,2,2
7918,11-Aug-07,N,20,124,662,370,445,180,165,170,1,1,1,2,1,4,3,22,1,3,2
7919,12-May-12,N,24,69,175,481,293,108,99,171,1,2,5,2,3,4,3,28,2,3,2
7920,18-Aug-13,Y,13,105,609,286,707,93,101,58,1,1,1,3,2,1,1,8,2,2,2
7921,17-Jan-11,N,13,142,504,865,780,95,54,132,1,1,1,1,3,2,2,28,1,3,2
7922,10-Sep-09,N,11,50,234,563,467,114,193,72,1,2,1,2,1,3,3,13,1,3,2
7923,14-Aug-12,N,17,72,763,196,814,159,57,122,1,2,4,3,1,3,1,4,1,3,2
7924,25-Oct-11,N,10,116,528,339,277,169,135,91,1,1,3,3,2,4,2,28,1,2,1
7925,18-May-13,N,13,111,526,885,457,86,108,76,1,1,2,1,2,2,1,19,2,3,2
7926,30-Dec-07,N,13,69,47,723,578,141,107,76,1,1,2,2,3,1,3,18,1,3,1
7927,16-Aug-13,N,7,104,949,331,775,84,65,87,1,2,5,2,3,3,1,16,2,1,2
7928,22-Feb-10,N,11,85,424,756,199,50,119,83,1,2,2,2,3,1,3,17,2,2,1
7929,24-Oct-09,N,29,102,714,709,348,164,187,151,0,1,2,1,2,3,1,24,1,2,1
7930,17-Aug-09,N,15,134,53,86,41,185,131,79,1,1,2,2,1,2,1,8,2,3,1
7931,2-Dec-09,N,32,98,423,241,426,197,69,52,0,2,2,2,3,1,3,10,1,3,1
7932,29-Jul-07,Y,6,144,211,792,784,138,156,124,1,2,5,1,1,4,3,13,2,3,2
7933,29-Mar-13,Y,33,93,741,29,80,50,123,122,0,2,5,1,3,2,2,22,1,2,1
7934,11-Feb-09,N,29,82,504,221,565,130,173,151,0,2,1,1,2,2,1,16,2,1,2
7935,26-May-13,Y,22,131,273,242,411,72,117,137,1,1,1,2,1,3,1,8,1,1,1
7936,5-Nov-11,N,33,52,592,934,498,175,130,50,0,2,2,1,3,1,1,30,2,2,2
7937,24-Jun-11,Y,11,140,628,453,84,65,88,116,1,2,4,2,3,3,3,3,1,1,2
7938,30-Jan-10,Y,12,88,772,671,550,85,77,65,1,2,2,1,2,4,2,28,1,2,2
7939,9-Jun-09,N,6,68,741,229,232,82,164,94,1,2,3,2,2,3,1,23,1,3,2
7940,8-Aug-13,N,28,121,362,223,461,94,110,186,0,2,3,1,1,2,2,11,2,3,1
7941,16-Jan-09,N,25,149,573,977,387,157,73,66,0,1,5,1,3,4,1,3,2,2,2
7942,7-Oct-12,Y,7,148,590,911,352,62,80,50,1,1,3,3,1,4,2,10,2,3,2
7943,24-Aug-09,Y,18,132,88,857,781,197,94,52,1,2,2,3,1,3,2,18,2,2,2
7944,20-Apr-11,N,18,120,705,660,479,52,155,78,1,2,5,3,1,3,2,6,2,3,1
7945,4-Nov-08,Y,16,91,128,660,588,189,107,139,1,1,1,3,3,1,3,18,1,3,2
7946,7-Oct-08,Y,6,128,267,197,340,51,81,193,1,2,3,3,2,3,3,2,2,2,2
7947,16-Mar-11,N,34,143,818,811,692,80,149,172,0,2,5,1,3,3,2,24,1,1,2
7948,3-Jun-13,N,29,101,95,917,314,103,115,117,0,1,1,3,3,4,1,12,1,3,1
7949,8-Jun-07,N,20,91,149,186,204,137,124,65,1,2,5,1,1,4,2,19,2,2,2
7950,9-May-13,Y,6,61,157,536,918,104,63,147,1,2,3,1,2,3,1,8,1,1,2
7951,3-Nov-11,N,17,95,942,133,175,112,125,64,1,1,2,2,3,2,3,7,1,2,1
7952,4-Jul-13,Y,21,59,42,521,296,82,184,173,1,2,2,2,1,4,2,23,2,2,2
7953,24-Jan-13,Y,36,143,775,618,177,181,84,149,0,2,2,2,3,4,1,23,1,1,1
7954,17-May-11,Y,9,143,984,383,313,169,136,144,1,1,5,1,3,1,1,15,1,3,1
7955,16-Feb-10,Y,26,112,885,286,351,84,150,96,0,1,4,3,2,2,1,10,1,2,2
7956,3-Mar-08,Y,12,116,780,469,564,129,135,88,1,2,2,1,3,3,1,26,2,1,2
7957,12-Jan-09,N,31,90,760,281,376,162,87,110,0,2,2,1,3,3,3,11,1,2,1
7958,17-Dec-08,Y,14,105,244,913,96,140,195,58,1,1,5,2,1,3,1,8,1,3,1
7959,23-Jun-07,N,33,113,931,927,776,188,174,131,0,2,5,1,2,4,1,6,1,2,2
7960,13-Jul-09,Y,32,121,121,684,612,92,67,86,0,2,1,3,1,1,2,10,2,2,1
7961,30-Jan-08,Y,9,61,45,594,656,155,170,163,1,1,3,3,1,2,3,3,2,2,2
7962,19-May-10,N,23,139,809,831,740,132,81,88,1,2,2,3,3,4,1,12,1,2,1
7963,16-Jun-10,Y,32,110,436,34,643,77,60,179,0,1,5,1,3,3,1,3,1,3,2
7964,15-Jun-12,N,35,86,973,914,918,191,158,62,0,1,2,1,2,2,3,28,2,3,2
7965,13-Nov-11,N,10,127,489,437,519,141,105,172,1,1,1,2,1,2,1,5,1,1,2
7966,14-Jun-10,N,27,137,730,426,203,195,141,123,0,2,3,3,2,4,2,21,2,1,2
7967,9-Aug-09,N,28,135,780,930,267,153,153,133,0,1,4,1,3,2,1,19,2,3,2
7968,14-Oct-11,N,33,87,463,143,182,125,93,85,0,2,4,2,3,2,1,28,1,1,2
7969,27-Jul-08,Y,20,61,284,364,823,199,176,76,1,2,4,2,3,1,3,24,1,2,1
7970,9-Oct-11,N,24,58,482,101,746,117,187,190,1,1,3,3,3,1,1,15,1,2,2
7971,17-Feb-11,Y,34,102,154,137,658,154,57,107,0,2,4,2,2,2,2,24,1,2,1
7972,10-Mar-10,Y,23,54,717,592,112,121,112,54,1,1,1,1,2,2,2,7,1,1,2
7973,29-Apr-13,N,32,135,227,615,829,144,81,198,0,1,4,3,2,4,3,30,1,3,1
7974,12-Jul-12,N,19,98,277,743,246,57,176,90,1,2,3,1,3,2,3,13,2,1,1
7975,28-Aug-11,N,25,50,942,762,724,137,198,137,0,1,4,1,3,2,3,27,2,2,1
7976,19-Aug-10,Y,25,65,25,682,523,96,61,154,0,2,4,3,3,3,2,20,2,2,2
7977,18-Feb-09,N,25,63,606,393,277,197,186,73,0,2,3,3,3,2,2,16,2,3,2
7978,26-Nov-10,Y,18,74,875,979,835,93,183,133,1,2,2,1,3,1,3,11,2,2,1
7979,28-Dec-09,Y,10,135,396,836,629,165,74,84,1,2,4,3,2,3,2,2,2,3,1
7980,17-Oct-10,N,15,64,25,510,334,156,103,179,1,2,5,1,2,4,2,0,2,1,2
7981,28-Sep-10,Y,26,83,92,58,181,173,71,83,0,2,2,1,2,1,3,11,2,2,2
7982,28-Dec-09,N,36,63,163,806,198,111,172,161,0,2,1,2,3,3,2,6,1,3,2
7983,19-Feb-09,N,30,69,972,3,79,116,194,76,0,2,1,2,3,1,2,15,1,1,1
7984,27-Nov-11,Y,13,83,962,347,898,193,129,59,1,1,1,3,1,1,3,20,1,1,1
7985,11-Jan-12,N,33,88,712,103,949,199,52,164,0,2,4,2,2,4,3,3,1,1,1
7986,28-Dec-12,N,18,95,180,159,595,97,139,56,1,2,5,2,1,2,3,17,1,2,1
7987,17-Oct-08,N,23,82,429,278,505,114,100,52,1,1,3,1,2,4,1,13,2,3,1
7988,25-Mar-09,Y,29,106,57,194,439,144,113,64,0,2,1,1,1,2,1,2,2,2,2
7989,5-Jan-13,N,10,105,684,960,890,186,81,200,1,1,5,1,1,1,2,6,2,2,2
7990,18-Jan-13,Y,25,105,886,195,666,60,197,63,0,2,5,3,2,1,2,28,2,1,2
7991,3-May-11,N,30,105,83,810,243,180,134,190,0,2,2,3,2,1,3,24,1,2,2
7992,2-Jan-08,Y,11,94,39,562,929,120,61,166,1,1,1,2,2,1,1,18,1,2,1
7993,10-Dec-09,N,30,77,959,35,575,148,155,130,0,1,5,1,3,3,2,17,2,3,2
7994,28-Nov-12,Y,12,71,889,681,399,113,125,185,1,1,3,2,2,4,3,30,1,1,1
7995,5-Mar-11,N,17,129,96,64,130,177,168,110,1,2,2,2,2,1,2,13,2,2,1
7996,19-Mar-11,Y,9,92,993,270,942,54,67,196,1,2,5,3,1,2,3,19,2,3,1
7997,12-Sep-07,N,36,64,218,640,603,139,115,68,0,2,4,3,2,4,1,4,1,1,2
7998,19-Jun-07,N,6,119,4,294,511,74,186,98,1,2,1,3,3,2,3,16,1,2,1
7999,7-Nov-11,Y,11,53,265,474,490,177,194,94,1,1,1,3,2,2,3,13,1,1,2
8000,28-Oct-08,Y,29,122,721,972,609,192,98,62,0,1,2,3,2,3,1,11,1,2,2
8001,5-Aug-09,N,20,133,892,421,231,64,132,64,1,1,1,2,1,1,3,20,1,1,2
8002,10-Mar-13,Y,18,143,859,126,18,171,151,117,1,1,1,3,3,2,2,30,1,1,1
8003,17-Jun-12,Y,8,144,671,857,798,88,58,197,1,2,4,3,2,4,1,25,1,3,2
8004,19-Apr-10,N,17,55,422,406,385,136,78,194,1,2,3,3,3,1,1,12,2,1,2
8005,11-Apr-09,Y,22,99,367,177,851,158,108,100,1,1,2,3,3,1,3,12,1,3,2
8006,5-Sep-12,Y,22,134,810,606,269,167,185,74,1,1,3,3,3,1,1,19,2,2,2
8007,14-Sep-11,Y,36,89,854,813,52,135,187,110,0,1,3,2,3,2,2,20,2,1,1
8008,16-May-09,N,26,132,488,838,758,84,64,118,0,2,4,2,1,1,3,8,2,2,1
8009,14-May-12,N,29,89,750,647,272,200,97,179,0,1,2,2,2,1,2,9,2,3,2
8010,11-May-11,N,12,140,435,3,188,129,93,137,1,2,4,3,3,3,1,25,1,1,1
8011,10-Dec-08,Y,20,147,622,815,46,65,101,96,1,2,4,1,2,2,3,21,2,2,1
8012,29-Oct-10,N,31,115,176,282,850,105,93,99,0,1,1,1,2,4,3,2,1,2,1
8013,15-Jun-12,N,19,134,102,751,957,155,167,139,1,2,3,3,2,4,2,20,2,2,1
8014,3-Oct-10,Y,11,117,474,149,679,82,156,183,1,1,5,2,3,4,1,30,2,1,1
8015,9-Sep-11,Y,6,114,80,528,797,134,152,182,1,2,5,1,2,3,1,0,1,2,2
8016,17-Feb-09,Y,19,140,947,75,453,52,107,104,1,1,1,2,2,3,3,17,2,1,1
8017,1-Oct-10,N,27,136,402,431,11,68,167,94,0,2,1,3,1,1,3,28,1,1,2
8018,26-Jun-13,N,16,55,914,426,858,178,176,139,1,1,4,2,3,3,3,6,1,2,1
8019,13-Oct-12,N,29,85,218,327,710,112,80,97,0,1,3,3,2,4,3,0,1,3,1
8020,8-Jul-11,Y,28,108,56,650,366,72,63,103,0,2,2,2,3,3,1,14,1,2,1
8021,24-May-12,N,32,108,409,975,958,193,65,82,0,2,1,3,2,2,2,24,2,2,2
8022,12-Nov-11,N,6,60,419,666,677,186,92,132,1,1,1,1,1,4,2,15,2,1,1
8023,6-Dec-11,N,26,150,5,846,85,51,163,185,0,2,3,3,3,4,1,5,1,2,2
8024,9-Jun-11,Y,35,74,536,427,486,152,169,73,0,2,1,2,3,4,3,1,1,1,2
8025,26-Mar-12,Y,31,93,807,958,932,152,77,117,0,2,5,2,1,3,2,17,1,2,2
8026,20-Dec-08,Y,24,148,906,214,606,142,54,141,1,2,5,3,2,1,2,9,2,2,2
8027,22-Nov-12,N,24,82,203,94,356,180,191,190,1,2,4,1,3,2,1,7,2,1,1
8028,11-Oct-08,Y,16,84,480,388,466,53,118,191,1,1,5,2,1,4,3,3,2,1,2
8029,8-Apr-13,N,23,55,858,4,229,64,173,193,1,1,1,2,3,4,1,15,1,2,1
8030,25-May-07,Y,34,56,884,81,940,190,117,112,0,2,5,3,3,1,2,18,1,3,2
8031,23-Sep-10,N,32,50,857,543,739,93,93,102,0,2,3,2,2,4,2,20,1,1,1
8032,27-Oct-10,N,10,114,436,843,756,79,106,189,1,2,2,3,2,3,2,22,2,3,2
8033,2-Nov-09,Y,14,90,548,524,795,135,140,136,1,2,2,3,3,4,3,8,2,2,1
8034,26-Dec-08,Y,12,133,584,32,454,51,146,87,1,1,3,1,3,1,3,22,2,2,1
8035,22-May-09,Y,15,148,337,641,512,154,141,186,1,2,4,3,1,3,1,27,1,1,2
8036,14-Mar-11,N,16,71,989,555,326,83,137,140,1,2,1,2,3,1,2,1,2,3,2
8037,14-Jun-09,Y,27,118,234,879,193,54,67,68,0,1,5,1,1,2,1,26,2,1,1
8038,20-Mar-12,Y,31,88,897,102,19,62,145,118,0,2,1,3,2,1,3,23,2,3,1
8039,4-Dec-09,N,13,98,124,176,82,197,84,169,1,1,5,1,2,4,1,5,2,3,2
8040,11-Dec-08,Y,22,119,582,648,253,96,197,187,1,1,5,3,1,2,3,5,1,3,2
8041,5-Jul-11,Y,9,106,963,43,206,80,136,186,1,1,2,2,2,1,2,23,2,2,1
8042,30-Apr-13,Y,31,106,767,277,121,163,98,160,0,2,2,3,2,4,1,1,1,3,2
8043,20-Jan-12,N,11,60,841,70,252,134,64,50,1,1,4,2,1,1,3,10,2,2,2
8044,15-Sep-07,Y,24,107,538,965,847,140,119,160,1,2,3,3,1,1,3,12,2,3,1
8045,29-Oct-12,Y,6,62,43,615,672,96,107,112,1,1,1,3,1,4,3,28,2,3,1
8046,28-Feb-11,N,25,138,615,234,508,55,98,193,0,2,4,3,3,1,2,25,1,3,2
8047,3-Jan-11,N,35,94,722,529,126,194,174,111,0,1,4,3,3,4,1,2,1,2,2
8048,12-Apr-12,Y,35,132,232,883,868,159,60,87,0,2,1,2,1,2,3,12,1,3,1
8049,21-Nov-09,Y,18,83,117,262,905,106,114,53,1,1,4,2,2,3,1,30,1,1,1
8050,25-Aug-12,N,33,123,655,756,668,151,60,80,0,1,3,1,2,3,2,21,1,1,2
8051,27-Jan-13,N,16,142,341,648,457,107,104,79,1,1,4,2,1,2,3,0,2,3,1
8052,10-Nov-09,Y,19,137,566,320,831,80,87,176,1,1,5,1,2,4,2,4,2,2,1
8053,20-Apr-11,N,20,148,505,281,934,182,68,60,1,2,1,1,3,3,1,28,2,2,2
8054,18-Sep-11,N,12,113,11,62,254,173,191,126,1,2,1,2,2,1,1,6,2,2,1
8055,3-Aug-12,Y,18,69,691,243,845,94,137,189,1,1,3,3,2,4,3,4,1,1,2
8056,7-Feb-08,N,28,85,364,131,676,194,67,60,0,2,5,3,3,3,1,3,1,1,1
8057,29-Nov-09,N,12,116,771,291,296,171,168,105,1,2,3,2,2,1,3,8,1,3,2
8058,28-Jul-10,N,16,50,196,175,139,82,78,146,1,1,2,3,3,1,1,18,2,2,1
8059,31-Jul-10,N,18,116,921,540,617,136,117,152,1,1,5,2,1,1,2,28,2,2,2
8060,9-Jun-11,Y,13,89,57,334,836,95,182,66,1,2,4,2,1,3,2,25,1,3,2
8061,16-Jul-09,N,26,52,540,455,943,144,114,84,0,2,4,3,2,3,3,18,1,2,1
8062,13-Mar-10,Y,35,110,467,544,328,77,124,66,0,2,5,2,3,4,2,8,2,1,2
8063,29-Sep-10,Y,7,121,267,751,930,83,170,131,1,2,1,1,2,1,3,10,1,1,2
8064,28-Dec-08,Y,32,59,612,145,80,146,65,158,0,2,3,2,1,1,1,19,1,2,2
8065,11-Dec-08,Y,22,101,80,158,357,126,111,192,1,1,2,3,1,3,1,15,1,3,2
8066,28-Nov-07,N,19,89,182,449,367,156,103,55,1,2,5,1,3,4,1,4,2,2,2
8067,3-May-12,N,28,138,255,911,599,54,129,81,0,1,2,1,3,4,1,9,1,2,1
8068,27-Dec-08,Y,22,113,254,71,137,149,122,74,1,1,1,3,2,3,2,2,2,1,2
8069,24-Nov-09,Y,9,147,43,17,513,102,167,141,1,2,2,2,2,3,1,4,1,3,1
8070,12-Mar-08,Y,14,61,127,285,403,109,50,148,1,1,2,3,3,3,3,11,2,3,2
8071,1-Mar-08,Y,21,149,233,529,735,157,80,59,1,2,3,1,3,3,2,13,2,1,1
8072,29-Jan-09,Y,8,121,268,867,994,51,180,113,1,1,4,1,2,3,2,22,2,3,2
8073,10-May-08,Y,23,130,448,985,687,171,156,196,1,2,5,3,3,4,3,22,1,1,1
8074,28-Sep-07,Y,23,135,625,999,479,200,92,114,1,2,2,1,3,1,3,26,1,2,2
8075,6-Feb-10,N,24,76,732,229,517,130,60,179,1,2,3,2,1,2,1,16,1,2,1
8076,26-Oct-09,Y,28,132,582,125,523,135,176,81,0,2,5,3,3,4,1,11,1,2,1
8077,27-Oct-09,Y,17,111,680,489,474,182,130,94,1,1,3,2,2,3,1,8,1,2,2
8078,10-Jul-13,Y,36,94,743,340,613,171,156,129,0,2,4,2,1,1,1,28,2,3,2
8079,29-Mar-11,Y,8,106,598,989,45,95,75,123,1,1,4,2,1,1,3,5,1,1,2
8080,28-Jul-10,Y,16,148,670,1,828,101,152,72,1,1,5,3,1,4,1,21,1,3,2
8081,21-Aug-13,N,35,128,201,264,137,122,166,186,0,1,2,1,3,4,3,27,1,2,2
8082,22-Apr-08,Y,34,118,160,741,23,156,53,66,0,1,3,3,2,3,2,4,2,2,1
8083,29-Nov-09,N,35,62,55,505,189,189,145,143,0,1,1,3,2,3,2,14,2,1,2
8084,11-Sep-13,Y,17,144,376,253,449,152,186,134,1,2,1,2,3,2,2,17,1,2,1
8085,19-Apr-12,Y,27,108,622,321,707,181,63,124,0,1,3,3,2,1,1,27,1,3,2
8086,13-Oct-12,Y,14,54,167,786,105,172,158,57,1,1,1,3,1,4,3,1,2,1,1
8087,23-Mar-08,N,30,103,458,84,157,177,62,200,0,2,2,1,1,1,2,2,1,3,1
8088,13-Nov-07,Y,13,121,254,711,774,82,118,198,1,1,5,3,2,2,3,22,1,2,2
8089,26-Sep-12,Y,16,145,141,78,147,172,190,167,1,2,1,3,1,4,2,19,2,3,2
8090,14-Oct-10,Y,11,103,412,281,673,57,141,97,1,2,2,2,3,4,2,9,1,3,2
8091,11-Aug-09,Y,16,146,482,529,19,150,192,143,1,1,2,2,3,2,1,11,2,1,1
8092,24-Aug-10,N,6,72,691,860,532,56,118,68,1,1,1,3,1,4,3,23,2,1,1
8093,13-Oct-07,N,20,112,242,918,531,70,71,197,1,2,3,2,1,2,3,10,2,1,2
8094,15-Jul-08,Y,12,105,600,270,335,149,78,141,1,1,5,3,2,3,2,10,2,3,1
8095,5-Apr-09,Y,29,130,72,477,192,157,154,91,0,1,1,2,1,3,2,21,2,2,1
8096,19-May-09,Y,22,122,725,167,454,172,192,175,1,2,3,1,2,2,3,9,1,2,2
8097,9-Nov-11,Y,13,145,534,308,111,104,76,171,1,2,4,1,3,3,1,4,2,3,1
8098,20-Jul-09,Y,7,70,892,142,256,74,131,112,1,1,1,3,3,4,2,16,2,3,1
8099,22-Feb-11,N,21,89,538,402,843,90,157,82,1,2,2,1,1,2,2,17,2,1,2
8100,28-Aug-07,Y,18,142,661,66,377,174,102,60,1,1,3,1,3,3,1,9,1,2,2
8101,16-Oct-10,Y,35,139,434,636,956,163,139,115,0,1,2,1,3,3,2,0,1,2,1
8102,11-May-11,Y,24,59,913,949,130,51,183,88,1,2,2,1,2,4,2,18,1,3,1
8103,3-Jul-08,Y,23,72,450,952,24,119,145,168,1,2,4,2,2,4,2,14,2,3,2
8104,30-May-07,N,31,126,344,197,894,98,136,163,0,2,2,1,1,3,1,8,2,3,2
8105,24-Mar-12,N,25,86,214,104,353,193,181,63,0,2,5,2,3,1,3,8,1,2,1
8106,7-Oct-11,Y,35,56,953,610,141,132,170,170,0,2,5,2,2,4,3,3,2,3,2
8107,24-Feb-08,Y,26,61,628,535,158,144,106,117,0,1,1,3,3,3,1,20,2,1,1
8108,22-Mar-13,N,32,124,555,243,258,118,64,160,0,2,3,3,1,1,3,19,2,2,1
8109,26-Feb-13,Y,30,120,170,928,555,171,192,195,0,1,2,2,1,2,3,21,1,3,2
8110,15-Jan-13,N,26,70,933,249,524,71,140,192,0,2,5,3,1,4,3,5,1,2,1
8111,15-May-11,Y,24,85,133,469,987,74,93,81,1,2,1,1,3,2,2,11,2,1,1
8112,27-Jul-08,N,13,56,947,142,53,192,179,151,1,2,2,2,3,3,2,29,1,1,1
8113,23-Jul-13,Y,33,101,245,603,627,172,197,121,0,1,4,2,3,4,1,7,2,1,1
8114,15-May-12,N,6,82,71,962,292,116,64,175,1,2,1,3,3,2,3,7,1,3,1
8115,15-Jun-10,N,11,116,573,551,648,128,113,50,1,2,5,2,2,3,2,30,2,1,1
8116,23-Jan-13,N,21,66,574,596,248,150,55,99,1,2,1,3,1,3,2,21,2,3,2
8117,8-Dec-11,Y,17,76,903,50,354,59,133,118,1,1,5,1,2,3,2,14,2,3,1
8118,19-May-10,Y,13,53,47,976,615,126,112,66,1,1,1,2,2,3,3,28,2,1,2
8119,17-Dec-12,N,31,115,858,854,682,169,121,180,0,1,3,3,3,3,1,13,2,3,2
8120,19-Aug-08,Y,6,107,787,167,906,199,127,128,1,2,5,2,2,2,3,9,2,2,1
8121,27-Jan-10,N,23,150,993,630,998,59,78,65,1,1,1,2,1,2,1,9,2,3,2
8122,3-Oct-11,N,29,84,86,769,911,169,188,124,0,1,1,1,2,3,1,26,1,2,2
8123,9-Apr-12,N,14,128,357,393,1,109,90,154,1,1,4,3,3,4,1,0,2,3,2
8124,7-Jul-08,Y,35,79,959,551,255,171,179,131,0,1,2,3,3,2,1,15,1,3,1
8125,31-Oct-09,Y,17,109,847,690,690,109,155,117,1,2,3,3,1,1,3,21,1,1,2
8126,26-Aug-13,N,7,139,220,835,551,187,195,97,1,2,5,2,1,2,1,20,1,1,1
8127,2-Oct-11,N,25,60,54,395,790,162,116,70,0,1,3,3,1,4,2,25,1,3,1
8128,25-Feb-09,N,7,95,72,450,106,99,85,105,1,1,5,2,1,1,3,19,2,3,2
8129,22-May-08,N,6,101,848,564,124,79,199,151,1,1,3,1,3,3,3,19,2,2,1
8130,20-Nov-09,Y,23,132,386,845,945,193,123,88,1,1,2,1,3,2,1,27,2,3,1
8131,5-Feb-09,Y,30,137,695,553,381,97,127,123,0,1,5,2,1,2,2,8,1,3,2
8132,30-Apr-08,N,31,71,439,742,156,81,137,171,0,1,3,3,2,4,3,17,2,3,1
8133,18-Jan-12,Y,18,100,875,520,816,126,120,97,1,1,1,1,3,3,1,0,1,2,2
8134,26-May-13,Y,15,88,478,314,712,70,65,103,1,2,4,3,3,2,3,28,1,3,1
8135,22-Jun-08,N,29,93,474,969,775,143,181,144,0,2,3,3,3,4,1,15,1,1,2
8136,7-Dec-07,Y,30,90,774,489,762,102,113,60,0,2,4,1,1,2,3,8,1,3,1
8137,19-May-10,Y,17,92,400,73,670,94,197,79,1,1,4,2,3,4,1,23,1,1,2
8138,20-Mar-11,Y,29,110,858,625,47,145,143,101,0,2,1,1,3,4,1,21,2,1,1
8139,8-Aug-09,Y,11,75,122,446,664,158,67,126,1,1,5,1,3,4,3,29,2,3,1
8140,13-Nov-07,N,31,86,691,683,759,57,178,63,0,2,2,3,2,2,3,15,2,1,2
8141,1-Aug-11,Y,18,85,493,140,288,189,93,111,1,2,3,3,3,1,1,23,1,3,1
8142,28-Aug-10,Y,17,87,584,217,594,104,92,80,1,1,5,3,2,4,1,23,1,2,1
8143,9-Dec-07,Y,28,87,901,666,372,114,128,59,0,1,5,3,1,3,2,3,2,3,1
8144,21-Jul-07,N,25,138,577,738,500,149,113,193,0,2,4,2,2,1,2,20,2,2,1
8145,23-Aug-13,N,19,120,936,610,406,98,123,50,1,2,1,3,3,3,3,20,1,3,1
8146,3-Aug-12,Y,13,131,88,815,127,105,138,187,1,1,1,2,2,1,2,21,1,2,1
8147,19-Jun-11,N,18,136,140,180,888,75,187,105,1,2,4,1,3,2,2,7,1,1,1
8148,20-Mar-10,Y,15,106,457,456,546,152,63,118,1,1,3,3,2,2,2,16,1,1,1
8149,14-Oct-07,N,34,88,783,554,733,72,75,94,0,2,4,2,3,1,2,1,2,1,2
8150,14-Sep-08,N,30,63,674,611,823,181,141,80,0,2,4,2,1,3,3,22,1,2,2
8151,12-May-13,Y,31,116,931,857,445,90,154,136,0,2,5,2,1,3,3,8,2,1,2
8152,10-Jun-10,N,32,132,871,667,926,200,63,90,0,2,1,2,2,2,1,8,2,3,2
8153,21-Jun-07,Y,28,85,283,281,489,146,195,162,0,1,2,3,2,1,2,7,1,3,1
8154,10-Aug-08,N,14,131,868,924,759,160,84,176,1,2,4,2,1,4,3,5,1,3,2
8155,17-Jul-08,N,16,81,340,693,59,52,52,171,1,1,1,2,3,2,1,28,2,1,2
8156,20-Dec-09,Y,9,90,750,315,426,175,191,134,1,1,4,2,1,2,1,8,2,3,2
8157,3-Jul-13,N,9,124,278,774,643,131,128,59,1,2,2,3,1,1,3,12,1,1,2
8158,26-Mar-10,Y,20,92,986,505,632,117,184,79,1,2,4,3,1,1,1,15,1,2,2
8159,22-Jan-09,Y,8,68,576,20,653,108,64,63,1,2,1,3,1,4,3,8,2,3,2
8160,24-Feb-11,N,6,110,168,85,451,105,163,171,1,2,4,2,3,4,3,18,1,2,2
8161,4-Aug-10,N,23,121,765,44,687,101,146,118,1,2,2,1,3,3,3,14,2,1,2
8162,25-Sep-10,Y,26,63,945,319,333,100,112,164,0,2,5,2,1,4,1,29,1,1,2
8163,5-Aug-09,Y,13,92,894,584,818,196,160,66,1,2,4,2,2,2,2,2,1,3,1
8164,26-Nov-10,N,25,59,729,763,19,188,129,96,0,2,4,1,2,3,1,2,2,3,2
8165,10-Apr-13,Y,11,135,889,860,87,81,113,144,1,2,4,2,3,3,3,13,2,3,2
8166,27-Jul-10,N,13,132,737,930,162,132,142,133,1,1,4,3,3,2,1,5,1,1,1
