age1,salary,Num_Citylived,jobtype,dv_jt_other,dv_jt_govt,dv_jt_biz,dv_jt_pvt,Payer,dv_payer_parents,dv_payer_self,dv_payer_company,ClsRelativesCnt,Travel,dv_travel_low,dv_travel_medium,dv_travel_high,RelativesAbroad,dv_Rel_yes,dv_Rel_No,AvgBill,StdAvgBill
34,80000,3,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,679,1.077541619
50,80000,3,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,645,0.739928282
62,60000,4,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,470.5,-0.992822517
35,80000,3,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,550.25,-0.200920647
32,80000,1,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,409.25,-1.601023012
36,40000,1,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,441,-1.285751735
34,40000,3,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,620,0.491683182
63,40000,1,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,398.5,-1.707768405
40,40000,3,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,505.25,-0.647761828
64,100000,2,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,503.5,-0.665138985
33,100000,4,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,668,0.968313775
52,60000,4,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,628.75,0.578568967
31,40000,1,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,583.25,0.126762885
35,60000,2,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,575.75,0.052289355
37,80000,1,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,587,0.16399965
51,60000,2,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,645,0.739928282
41,80000,1,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,464.25,-1.054883792
26,80000,3,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,626.25,0.553744457
44,40000,3,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,639,0.680349458
57,80000,1,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,426.75,-1.427251442
40,100000,4,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,678.75,1.075059168
60,40000,3,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,565.5,-0.049491136
24,100000,2,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,508.25,-0.617972416
50,100000,4,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,716,1.444944367
34,40000,3,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,509.25,-0.608042612
54,60000,2,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,528.75,-0.414411433
43,80000,1,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,665,0.938524363
24,60000,2,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,414.25,-1.551373992
39,40000,1,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,551,-0.193473294
39,80000,3,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,458.25,-1.114462616
28,40000,3,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,508,-0.620454867
33,100000,4,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,571,0.005122786
53,100000,2,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,565,-0.054456038
64,40000,3,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,502.75,-0.672586338
62,60000,4,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,588.25,0.176411905
37,80000,3,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,692,1.206629071
25,80000,1,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,481,-0.888559575
60,60000,2,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,472.5,-0.972962909
54,100000,2,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,577.75,0.072148963
27,80000,3,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,570.25,-0.002324567
30,100000,4,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,805.75,2.336144277
61,80000,1,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,513.75,-0.563358494
35,40000,1,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,600,0.293087102
40,80000,3,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,534.25,-0.359797511
35,40000,1,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,454.25,-1.154181832
49,60000,2,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,705.75,1.343163876
23,60000,4,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,592,0.21364867
28,100000,2,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,717,1.454874171
45,40000,1,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,475.25,-0.945655948
32,60000,4,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,657.75,0.866533284
49,100000,2,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,640,0.690279262
46,60000,4,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,539,-0.312630942
39,80000,1,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,528,-0.421858786
51,80000,1,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,517,-0.531086631
58,60000,4,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,458.5,-1.111980165
48,40000,1,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,458,-1.116945067
35,80000,3,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,557.25,-0.131412019
25,80000,1,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,428.25,-1.412356736
34,100000,2,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,701.75,1.30344466
40,40000,1,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,470,-0.997787419
58,80000,3,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,589.75,0.191306611
63,100000,4,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,745.25,1.735391134
35,80000,1,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,386.25,-1.829408505
60,40000,1,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,410.5,-1.588610757
55,100000,2,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,488.5,-0.814086045
31,100000,4,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,704,1.325786719
35,40000,3,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,452.25,-1.17404144
59,60000,4,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,608.25,0.375007985
54,100000,2,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,488,-0.819050947
39,100000,4,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,723,1.514452995
50,60000,2,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,593,0.223578474
50,80000,3,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,563,-0.074315646
60,60000,2,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,546.5,-0.238157412
56,60000,2,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,583.5,0.129245336
39,40000,3,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,640,0.690279262
50,100000,2,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,634.75,0.638147791
30,80000,3,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,691.25,1.199181718
49,40000,3,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,646,0.749858086
47,100000,4,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,621.75,0.509060339
23,60000,4,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,718,1.464803975
57,60000,2,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,590.25,0.196271513
31,40000,3,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,597.25,0.265780141
44,100000,2,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,622,0.51154279
59,60000,2,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,603.25,0.325358965
35,80000,1,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,678,1.067611815
65,60000,4,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,599.5,0.2881222
27,60000,2,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,500,-0.699893299
42,80000,3,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,596,0.253367886
61,60000,4,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,628.5,0.576086516
46,40000,1,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,570,-0.004807018
47,80000,3,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,464.25,-1.054883792
25,80000,1,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,517.25,-0.52860418
30,100000,2,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,797.75,2.256705845
48,40000,1,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,491,-0.789261535
52,80000,3,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,453.25,-1.164111636
39,80000,1,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,548.25,-0.220780255
39,100000,2,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,713.75,1.422602308
53,100000,2,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,613,0.422174554
26,100000,4,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,595,0.243438082
47,100000,4,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,566,-0.044526234
53,60000,4,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,518.75,-0.513709474
40,60000,2,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,547,-0.23319251
41,80000,1,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,499,-0.709823103
58,60000,2,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,469.5,-1.002752321
39,40000,3,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,587,0.16399965
53,100000,2,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,596.75,0.260815239
46,40000,3,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,564,-0.064385842
50,100000,2,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,524.75,-0.454130649
44,80000,3,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,490.25,-0.796708888
49,100000,4,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,715.75,1.442461916
62,40000,3,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,549.5,-0.208368
43,60000,2,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,700.75,1.293514856
31,100000,2,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,685,1.137120443
44,40000,1,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,525.25,-0.449165747
55,60000,2,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,648.25,0.772200145
51,100000,4,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,647,0.75978789
34,40000,3,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,465.25,-1.044953988
41,100000,2,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,697,1.256278091
61,60000,2,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,692.25,1.209111522
40,80000,1,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,530,-0.401999178
26,80000,3,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,688,1.166909855
64,80000,1,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,542.5,-0.277876628
50,80000,3,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,678,1.067611815
59,100000,4,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,795.25,2.231881335
24,40000,3,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,589.25,0.186341709
27,100000,2,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,664.75,0.936041912
40,40000,1,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,468,-1.017647027
54,80000,3,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,563.25,-0.071833195
34,40000,3,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,670,0.988173383
49,100000,2,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,633.75,0.628217987
23,40000,1,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,491.5,-0.784296633
52,100000,2,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,455,-1.146734479
33,60000,2,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,550.75,-0.195955745
38,100000,4,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,706,1.345646327
59,60000,4,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,688.25,1.169392306
42,60000,2,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,592,0.21364867
32,80000,1,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,655,0.839226323
64,60000,2,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,553.5,-0.168648784
63,60000,2,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,570.5,0.000157884
23,100000,4,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,577,0.06470161
61,100000,2,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,704.25,1.32826917
33,100000,4,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,705.75,1.343163876
43,80000,3,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,647.25,0.762270341
42,100000,4,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,652.75,0.816884264
42,60000,2,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,568.75,-0.017219273
35,100000,2,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,609,0.382455338
42,40000,1,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,384.25,-1.849268113
63,60000,2,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,581.25,0.106903277
29,40000,3,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,597.25,0.265780141
59,60000,2,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,540.25,-0.300218687
32,80000,3,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,591,0.203718866
57,60000,4,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,565.5,-0.049491136
60,80000,1,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,641.5,0.705173968
35,80000,3,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,581,0.104420826
43,80000,3,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,460.25,-1.094603008
58,100000,4,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,640.25,0.692761713
37,80000,1,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,517.25,-0.52860418
50,100000,2,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,618,0.471823574
35,100000,4,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,546,-0.243122314
64,100000,2,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,637.5,0.665454752
46,100000,4,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,591,0.203718866
39,80000,3,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,640,0.690279262
28,80000,1,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,482,-0.878629771
59,60000,2,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,442.5,-1.270857029
63,80000,3,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,563.5,-0.069350744
24,40000,1,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,509.25,-0.608042612
58,80000,1,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,537.75,-0.325043197
40,80000,3,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,521.25,-0.488884964
40,60000,2,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,664.75,0.936041912
62,100000,4,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,549.5,-0.208368
24,60000,4,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,613,0.422174554
41,40000,1,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,480.25,-0.896006928
61,100000,4,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,563.5,-0.069350744
26,40000,3,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,417.25,-1.52158458
35,60000,4,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,685.75,1.144567796
45,60000,4,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,537,-0.33249055
24,60000,2,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,533.25,-0.369727315
29,80000,3,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,696,1.246348287
49,40000,1,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,430,-1.394979579
35,80000,1,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,389.25,-1.799619093
34,100000,2,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,648.75,0.777165047
25,100000,4,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,746,1.742838487
30,100000,4,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,663,0.918664755
42,40000,3,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,502.25,-0.67755124
29,60000,2,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,559.75,-0.106587509
39,60000,2,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,627,0.56119181
25,60000,4,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,626,0.551262006
48,80000,1,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,612,0.41224475
38,40000,3,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,647,0.75978789
46,40000,3,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,584,0.134210238
58,80000,1,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,412.75,-1.566268698
57,100000,2,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,632.25,0.613323281
53,100000,4,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,690,1.186769463
23,60000,4,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,708,1.365505935
31,40000,3,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,550.25,-0.200920647
47,100000,2,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,529,-0.411928982
35,60000,4,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,661,0.898805147
49,80000,1,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,610,0.392385142
25,60000,2,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,507,-0.630384671
33,80000,3,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,657,0.859085931
55,60000,4,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,621.5,0.506577888
59,80000,1,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,620.5,0.496648084
27,60000,2,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,466,-1.037506635
53,100000,4,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,691.75,1.20414662
31,80000,1,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,553.25,-0.171131235
33,100000,2,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,727.75,1.561619564
55,100000,4,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,693.25,1.219041326
36,80000,1,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,565.25,-0.051973587
57,40000,1,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,525.5,-0.446683296
51,100000,2,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,647,0.75978789
54,100000,2,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,586,0.154069846
40,100000,4,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,615,0.442034162
55,60000,4,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,578.25,0.077113865
42,80000,3,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,684,1.127190639
34,80000,1,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,509,-0.610525063
41,40000,3,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,593,0.223578474
65,100000,2,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,537.25,-0.330008099
58,80000,1,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,546.75,-0.235674961
59,100000,2,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,528.25,-0.419376335
24,60000,4,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,618,0.471823574
44,40000,1,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,522.25,-0.478955159
65,100000,4,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,564.5,-0.05942094
35,80000,1,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,512,-0.580735651
23,60000,2,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,526.25,-0.439235943
31,80000,3,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,715,1.435014563
65,60000,4,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,447.5,-1.221208009
45,40000,1,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,383,-1.861680368
42,80000,3,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,620.25,0.494165633
31,80000,1,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,458.25,-1.114462616
53,80000,3,Private,0,0,0,1,Self,0,1,0,3,Medium,0,1,0,No,0,1,523.25,-0.469025355
39,40000,3,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,437.25,-1.3229885
47,60000,4,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,680.75,1.094918776
28,60000,2,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,571.75,0.012570139
53,40000,3,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,435.25,-1.342848108
37,80000,1,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,609,0.382455338
57,60000,2,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,559.5,-0.10906996
46,40000,3,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,650,0.789577303
36,80000,1,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,449.25,-1.203830852
61,100000,2,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,646.25,0.752340537
23,40000,1,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,482.25,-0.87614732
33,100000,4,Other,1,0,0,0,Company,0,0,1,1,High,0,0,1,No,0,1,653.75,0.826814068
54,80000,1,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,492.25,-0.77684928
61,100000,2,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,629.25,0.583533869
64,40000,3,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,651.5,0.804472009
44,40000,1,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,394.25,-1.749970072
56,60000,2,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,519.25,-0.508744572
58,100000,4,Business,0,0,1,0,Self,0,1,0,4,Medium,0,1,0,Yes,1,0,677.5,1.062646913
37,100000,2,Government,0,1,0,0,Self,0,1,0,2,Medium,0,1,0,Yes,1,0,599,0.283157298
53,40000,1,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,354.25,-2.147162233
38,80000,1,Business,0,0,1,0,Company,0,0,1,4,High,0,0,1,Yes,1,0,603,0.322876514
38,80000,3,Government,0,1,0,0,Company,0,0,1,2,High,0,0,1,Yes,1,0,596,0.253367886
38,40000,1,Private,0,0,0,1,Company,0,0,1,3,High,0,0,1,No,0,1,584,0.134210238
46,80000,3,Other,1,0,0,0,Self,0,1,0,1,Medium,0,1,0,No,0,1,440.25,-1.293199088
