master_id,Responder,Age,Channel,FS_code,Marital_status,Gender,Prosperity_Index,WSI,IncomeGrp,No of prod1,MSL_prod1,MR_prod,LifeStage,No of prod2,MSL_prod2,num_of_cars,Family_doctor
12352,0,56,Direct,E,Yes,Female,Medium,2,2,7,16,Life,Medium,8,27,0,0
12353,0,28,Direct,E,Other,Female,Medium,2,2,4,27,Life,Medium,1,31,3,1
12354,0,22,Direct,E,No,Female,Medium,2,2,1,1,Life,Medium,4,34,4,1
12355,0,29,Direct,E,Other,Female,Low,3,2,2,31,Life,Low,8,26,2,1
12356,0,44,Direct,E,Yes,Female,High,1,2,4,12,Life,High,7,7,2,0
12357,0,30,Direct,E,No,Female,Low,3,2,2,20,Life,Low,7,36,4,1
12358,0,38,Direct,E,No,Female,Medium,2,1,6,11,Life,Medium,1,29,0,1
12359,0,25,Direct,E,No,Female,High,1,3,6,10,Life,High,2,3,1,1
12360,0,40,Direct,E,Yes,Female,High,1,2,4,9,Life,High,8,32,1,0
12361,0,38,Direct,E,No,Female,Low,3,2,5,7,Life,Low,6,6,3,1
12362,0,52,Direct,E,No,Female,Medium,2,2,10,14,Life,Medium,2,9,0,0
12363,0,33,Direct,E,Yes,Female,Medium,2,3,1,19,Life,Medium,10,17,1,1
12364,0,38,Direct,E,Yes,Female,Low,3,2,6,8,Life,Low,8,35,1,0
12365,0,50,Direct,E,No,Female,High,1,1,7,15,Life,High,6,24,3,0
12366,0,60,Direct,E,Other,Female,Medium,2,1,1,19,Life,Medium,2,8,4,1
12367,0,24,Direct,E,Other,Female,Medium,2,2,3,29,Life,Medium,6,23,3,1
12368,0,43,Direct,E,Other,Female,High,1,2,10,14,Life,High,1,29,2,1
12369,0,58,Direct,E,Yes,Female,Medium,2,3,8,5,Life,Medium,6,34,4,0
12370,0,30,Direct,E,Other,Female,High,1,2,10,35,Life,High,4,21,2,1
12371,0,49,Direct,E,No,Female,Medium,2,2,5,28,Life,Medium,8,6,1,0
12372,0,21,Direct,E,Yes,Female,Low,3,2,10,28,Life,Low,2,32,2,1
12373,0,34,Direct,E,Yes,Female,High,1,1,10,31,Life,High,2,6,2,1
12374,0,30,Direct,E,Other,Female,Medium,2,2,5,32,Life,Medium,3,7,4,1
12375,0,26,Direct,E,Yes,Female,Medium,2,3,8,33,Life,Medium,2,24,4,0
12376,0,29,Direct,E,No,Female,High,1,1,3,13,Life,High,8,15,2,0
12377,0,22,Direct,E,Yes,Female,High,1,3,10,21,Life,High,1,11,2,1
12378,0,44,Direct,E,No,Female,Low,3,1,10,15,Life,Low,8,19,1,0
12379,0,24,Direct,E,No,Female,High,1,2,9,9,Life,High,10,14,4,0
12380,0,42,Direct,E,No,Female,High,1,1,3,27,Life,High,3,6,2,1
12381,0,55,Direct,E,Other,Female,High,1,1,7,24,Life,High,9,28,0,1
12382,0,32,Direct,E,Other,Female,Medium,2,2,6,25,Life,Medium,1,12,3,0
12383,0,27,Direct,E,Other,Female,Medium,2,2,10,4,Life,Medium,10,15,1,0
12384,0,40,Direct,E,Yes,Female,Low,3,2,1,22,Life,Low,5,8,0,0
12385,0,21,Direct,E,Other,Female,High,1,1,9,25,Life,High,1,32,2,0
12386,0,45,Direct,E,No,Female,Low,3,1,3,1,Life,Low,3,22,4,0
12387,0,35,Direct,E,Other,Female,Medium,2,1,6,35,Life,Medium,7,28,2,1
12388,0,29,Direct,E,Yes,Female,High,1,1,4,26,Life,High,1,36,2,1
12389,0,28,Direct,E,Yes,Female,Low,3,2,10,3,Life,Low,8,36,1,0
12390,0,27,Direct,E,Yes,Female,High,1,3,5,17,Life,High,7,8,3,1
12391,0,21,Direct,E,Yes,Female,Medium,2,2,7,28,Life,Medium,8,16,0,0
12392,0,46,Direct,E,Other,Female,High,1,2,5,22,Life,High,6,12,2,1
12393,0,51,Direct,E,Yes,Female,Medium,2,3,6,3,Life,Medium,8,17,4,0
12394,0,43,Direct,E,No,Female,Low,3,1,8,5,Life,Low,6,28,4,1
12395,0,44,Direct,E,No,Female,Low,3,2,4,13,Life,Low,6,14,0,1
12396,0,59,Direct,E,Other,Female,Medium,2,2,4,31,Life,Medium,1,13,3,1
12397,0,59,Direct,E,No,Female,Medium,2,2,6,7,Life,Medium,4,28,0,0
12398,0,53,Direct,E,Yes,Female,Medium,2,2,9,19,Life,Medium,7,28,0,1
12399,0,27,Direct,E,Yes,Female,Low,3,2,6,10,Life,Low,4,22,1,1
12400,0,35,Direct,E,Other,Female,High,1,3,6,18,Life,High,8,9,3,1
12401,0,41,Direct,E,Other,Female,High,1,2,3,28,Life,High,8,3,0,0
12402,0,25,Direct,E,Other,Female,Low,3,3,8,22,Life,Low,7,10,0,1
12403,0,30,Direct,E,Yes,Female,High,1,3,5,1,Life,High,10,34,0,1
12404,0,46,Direct,E,Other,Female,High,1,3,2,23,Life,High,10,36,4,0
12405,0,45,Direct,E,Yes,Female,High,1,3,4,19,Life,High,3,31,1,1
12406,0,27,Direct,E,No,Female,High,1,2,2,16,Life,High,6,1,1,1
12407,0,38,Direct,E,Other,Female,Low,3,1,7,13,Life,Low,1,5,0,1
12408,0,51,Direct,E,No,Female,Low,3,1,4,8,Life,Low,4,29,0,0
12409,0,35,Direct,E,Other,Female,Medium,2,3,2,19,Life,Medium,2,5,4,0
12410,0,21,Direct,E,Yes,Female,Medium,2,3,1,10,Life,Medium,3,12,1,0
12411,0,39,Direct,E,No,Female,Low,3,2,10,23,Life,Low,7,26,3,1
12412,0,28,Direct,E,Other,Female,Medium,2,3,3,35,Life,Medium,4,8,1,1
12413,0,33,Direct,E,No,Female,High,1,2,1,21,Life,High,1,35,2,0
12414,0,29,Direct,E,Other,Female,Low,3,1,1,14,Life,Low,2,36,0,0
12415,0,57,Direct,E,Yes,Female,High,1,1,8,25,Life,High,1,1,2,0
12416,0,40,Direct,E,Other,Female,Medium,2,1,10,29,Life,Medium,7,21,2,0
12417,0,55,Direct,E,Other,Female,Low,3,3,10,33,Life,Low,2,1,2,1
12418,0,57,Direct,E,Other,Female,Low,3,1,1,26,Life,Low,8,14,1,0
12419,0,33,Direct,E,Yes,Female,Medium,2,2,8,20,Life,Medium,9,5,1,0
12420,0,30,Direct,E,No,Female,High,1,1,6,10,Life,High,4,36,3,1
12421,0,58,Direct,E,Yes,Female,Low,3,1,3,14,Life,Low,8,6,0,0
12422,0,31,Direct,E,No,Female,Low,3,2,9,12,Life,Low,7,21,4,0
12423,0,36,Direct,E,Other,Female,Low,3,1,8,2,Life,Low,2,25,1,0
12424,0,45,Direct,E,No,Female,Low,3,3,4,1,Life,Low,5,32,3,1
12425,0,58,Direct,E,No,Female,Medium,2,2,1,8,Life,Medium,2,27,0,0
12426,0,41,Direct,E,Other,Female,Medium,2,3,2,33,Life,Medium,7,17,1,1
12427,0,22,Direct,E,Other,Female,Medium,2,3,7,23,Life,Medium,2,31,1,1
12428,0,25,Direct,E,No,Female,Low,3,2,1,29,Life,Low,8,1,4,1
12429,0,46,Direct,E,Yes,Female,Low,3,3,3,10,Life,Low,1,20,1,0
12430,0,51,Direct,E,Yes,Female,Low,3,1,7,34,Life,Low,3,10,1,1
12431,0,40,Direct,E,No,Female,High,1,1,10,32,Life,High,8,35,0,1
12432,0,35,Direct,E,Other,Female,Low,3,2,7,2,Life,Low,10,29,2,1
12433,0,39,Direct,E,Other,Female,Low,3,3,1,12,Life,Low,10,30,2,0
12434,0,45,Direct,E,Yes,Female,Medium,2,1,10,8,Life,Medium,7,25,3,0
12435,0,45,Direct,E,Yes,Female,Low,3,3,1,7,Life,Low,1,3,3,0
12436,0,48,Direct,E,Other,Female,Low,3,1,10,31,Life,Low,5,3,2,1
12437,0,36,Direct,E,Other,Female,Medium,2,2,1,16,Life,Medium,6,16,2,0
12438,0,49,Direct,E,Yes,Female,Medium,2,3,7,7,Life,Medium,8,2,0,1
12439,0,24,Direct,E,Other,Female,High,1,2,6,31,Life,High,3,32,0,0
12440,0,38,Direct,E,No,Female,Medium,2,3,2,21,Life,Medium,8,23,4,1
12441,0,50,Direct,E,No,Female,Low,3,2,6,11,Life,Low,2,31,3,1
12442,0,38,Direct,E,Other,Female,Low,3,1,5,14,Life,Low,7,13,2,1
12443,0,39,Direct,E,Other,Female,Low,3,1,4,2,Life,Low,7,13,0,0
12444,0,53,Direct,E,Other,Female,Medium,2,2,1,5,Life,Medium,7,29,2,1
12445,0,31,Direct,E,Other,Female,Low,3,3,7,14,Life,Low,4,17,4,0
12446,0,28,Direct,E,No,Female,High,1,3,6,31,Life,High,8,23,3,0
12447,0,43,Direct,E,Yes,Female,High,1,2,4,9,Life,High,2,33,4,1
12448,0,32,Direct,E,No,Female,High,1,1,9,7,Life,High,6,27,0,0
12449,0,42,Direct,E,No,Female,High,1,2,9,20,Life,High,7,19,1,0
12450,0,52,Direct,E,Other,Female,Low,3,1,6,28,Life,Low,8,2,3,1
12451,0,23,Direct,E,No,Female,Low,3,1,10,9,Life,Low,1,11,1,1
12452,0,53,Direct,E,Other,Female,Medium,2,3,3,7,Life,Medium,9,10,1,1
12453,0,45,Direct,E,Other,Female,High,1,2,5,8,Life,High,7,4,0,1
12454,0,24,Direct,E,No,Female,Medium,2,2,5,10,Life,Medium,3,7,1,1
12455,0,54,Direct,E,No,Female,Medium,2,2,6,20,Life,Medium,10,20,1,0
12456,0,38,Direct,E,No,Female,Medium,2,1,6,35,Life,Medium,10,6,4,1
12457,0,21,Direct,E,Other,Female,Medium,2,1,6,16,Life,Medium,10,35,4,1
12458,0,33,Direct,E,Yes,Female,High,1,2,7,21,Life,High,2,18,2,0
12459,0,39,Direct,E,Other,Female,Low,3,1,5,21,Life,Low,5,6,3,0
12460,0,58,Direct,E,Yes,Female,Medium,2,1,10,32,Life,Medium,4,8,3,1
12461,0,43,Direct,E,No,Female,Low,3,2,1,25,Life,Low,6,35,2,0
12462,0,21,Direct,E,No,Female,Medium,2,1,2,31,Life,Medium,5,22,2,1
12463,0,49,Direct,E,Other,Female,Low,3,1,1,12,Life,Low,5,6,4,1
12464,0,47,Direct,E,No,Female,Low,3,3,4,15,Life,Low,10,17,1,0
12465,0,54,Direct,E,Other,Female,Low,3,3,5,26,Life,Low,2,12,4,1
12466,0,57,Direct,E,Yes,Female,Low,3,2,5,23,Life,Low,2,10,0,0
12467,0,53,Direct,E,No,Female,Low,3,2,10,24,Life,Low,2,12,3,0
12468,0,38,Direct,E,Yes,Female,Medium,2,3,5,20,Life,Medium,9,7,1,0
12469,0,46,Direct,E,Yes,Female,Medium,2,1,5,5,Life,Medium,9,11,3,0
12470,0,44,Direct,E,Other,Female,High,1,3,5,13,Life,High,9,22,3,0
12471,0,21,Direct,E,Other,Female,Low,3,1,1,29,Life,Low,1,33,4,1
12472,0,41,Direct,E,No,Female,Medium,2,2,10,3,Life,Medium,5,18,3,1
12473,0,60,Direct,E,Other,Female,High,1,3,4,19,Life,High,5,36,4,1
12474,0,52,Direct,E,No,Female,High,1,2,8,25,Life,High,3,35,4,1
12475,0,48,Direct,E,Other,Female,Medium,2,3,1,33,Life,Medium,2,29,1,0
12476,0,45,Direct,E,Other,Female,Medium,2,3,5,6,Life,Medium,4,9,3,0
12477,0,40,Direct,E,Other,Female,Medium,2,1,10,30,Life,Medium,4,32,2,1
12478,0,55,Direct,E,Yes,Female,Low,3,2,1,9,Life,Low,10,13,4,0
12479,0,24,Direct,E,Yes,Female,High,1,2,8,18,Life,High,9,17,3,1
12480,0,50,Direct,E,Other,Female,Low,3,3,2,23,Life,Low,10,13,1,1
12481,0,33,Direct,E,No,Female,High,1,1,4,20,Life,High,9,14,1,0
12482,0,28,Direct,E,No,Female,Low,3,3,4,7,Life,Low,5,33,3,1
12483,0,22,Direct,E,No,Female,Low,3,1,9,19,Life,Low,1,15,2,1
12484,0,39,Direct,E,Other,Female,Medium,2,3,2,22,Life,Medium,10,22,2,1
12485,0,44,Direct,E,No,Female,High,1,1,6,29,Life,High,10,20,3,0
12486,0,39,Direct,E,Yes,Female,Medium,2,1,6,12,Life,Medium,2,11,3,1
12487,0,49,Direct,E,Yes,Female,Medium,2,3,5,19,Life,Medium,10,14,4,0
12488,0,27,Direct,E,No,Female,Low,3,1,4,19,Life,Low,4,16,4,1
12489,0,59,Direct,E,No,Female,High,1,2,1,6,Life,High,7,22,0,0
12490,0,20,Direct,E,Other,Female,High,1,3,3,3,Life,High,7,21,1,0
12491,0,30,Direct,E,No,Female,High,1,3,2,5,Life,High,6,21,1,1
12492,0,23,Direct,E,Yes,Female,High,1,3,8,18,Life,High,1,31,3,0
12493,0,24,Direct,E,No,Female,High,1,2,6,15,Life,High,3,28,1,1
12494,0,25,Direct,E,Other,Female,High,1,3,7,6,Life,High,2,35,2,0
12495,0,32,Direct,E,Other,Female,Low,3,1,5,7,Life,Low,5,24,2,0
12496,0,36,Direct,E,Other,Female,Low,3,3,6,16,Life,Low,7,15,2,1
12497,0,55,Direct,E,Other,Female,High,1,2,2,1,Life,High,4,16,1,1
12498,0,31,Direct,E,No,Female,Medium,2,1,10,15,Life,Medium,10,22,1,0
12499,0,37,Direct,E,No,Female,Medium,2,1,9,24,Life,Medium,8,22,3,0
12500,0,28,Direct,E,No,Female,High,1,2,9,6,Life,High,1,2,2,0
12501,0,46,Direct,E,Yes,Female,Medium,2,1,5,16,Life,Medium,6,15,0,1
12502,0,43,Direct,E,Other,Female,Low,3,2,6,3,Life,Low,10,10,0,0
12503,0,23,Direct,E,Other,Female,High,1,1,2,8,Life,High,6,16,0,1
12504,0,54,Direct,E,No,Female,Medium,2,2,9,10,Life,Medium,10,16,2,1
12505,0,51,Direct,E,No,Female,Medium,2,3,10,12,Life,Medium,7,35,3,1
12506,0,38,Direct,E,No,Female,High,1,3,10,36,Life,High,5,13,4,1
12507,0,45,Direct,E,No,Female,Low,3,1,2,8,Life,Low,1,11,1,1
12508,0,45,Direct,E,No,Female,Low,3,3,1,28,Life,Low,10,20,0,0
12509,0,58,Direct,E,No,Female,Medium,2,3,2,17,Life,Medium,5,30,0,1
12510,0,47,Direct,E,Other,Female,High,1,3,7,16,Life,High,1,18,0,0
12511,0,22,Direct,E,Yes,Female,High,1,1,3,12,Life,High,8,25,1,0
12512,0,37,Direct,E,No,Female,Medium,2,1,3,5,Life,Medium,8,22,1,1
12513,0,39,Direct,E,Yes,Female,High,1,3,8,22,Life,High,10,15,2,1
12514,0,43,Direct,E,Yes,Female,High,1,1,7,2,Life,High,2,3,2,1
12515,0,32,Direct,E,No,Female,High,1,1,10,15,Life,High,4,25,4,0
12516,0,55,Direct,E,No,Female,Low,3,2,8,8,Life,Low,8,3,2,0
12517,0,41,Direct,E,No,Female,Low,3,3,8,5,Life,Low,10,3,3,0
12518,0,54,Direct,E,No,Female,Medium,2,3,9,21,Life,Medium,5,20,3,1
12519,0,39,Direct,E,Other,Female,Low,3,2,6,23,Life,Low,8,32,0,0
12520,0,52,Direct,E,Yes,Female,Low,3,2,3,10,Life,Low,8,29,2,1
12521,0,32,Direct,E,Yes,Female,Low,3,1,6,7,Life,Low,1,7,0,0
12522,0,31,Direct,E,Other,Female,Low,3,2,6,2,Life,Low,8,34,3,1
12523,0,33,Direct,E,Other,Female,Medium,2,3,8,15,Life,Medium,6,15,3,0
12524,0,55,Direct,E,No,Female,High,1,3,4,32,Life,High,6,19,2,1
12525,0,29,Direct,E,No,Female,High,1,1,3,33,Life,High,10,33,4,0
12526,0,28,Direct,E,Other,Female,Medium,2,3,6,8,Life,Medium,6,30,3,0
12527,0,39,Direct,E,No,Female,Low,3,1,3,18,Life,Low,7,26,1,1
12528,0,52,Direct,E,No,Female,High,1,3,1,13,Life,High,9,15,0,1
12529,0,34,Direct,E,No,Female,High,1,1,1,11,Life,High,2,28,0,1
12530,0,22,Direct,E,No,Female,High,1,2,7,12,Life,High,8,16,1,0
12531,0,32,Direct,E,No,Female,Medium,2,2,9,17,Life,Medium,1,34,0,0
12532,0,54,Direct,E,No,Female,Medium,2,3,4,17,Life,Medium,1,35,1,1
12533,0,53,Direct,E,No,Female,Medium,2,1,3,27,Life,Medium,3,11,3,0
12534,0,46,Direct,E,No,Female,High,1,1,2,21,Life,High,6,33,1,1
12535,0,51,Direct,E,Yes,Female,Medium,2,2,6,9,Life,Medium,10,22,4,1
12536,0,33,Direct,E,Other,Female,Low,3,3,1,35,Life,Low,2,8,0,0
12537,0,35,Direct,E,Yes,Female,Medium,2,1,9,7,Life,Medium,5,16,0,0
12538,0,54,Direct,E,Yes,Female,High,1,1,3,10,Life,High,8,30,2,1
12539,0,20,Direct,E,Other,Female,High,1,3,9,18,Life,High,2,1,0,0
12540,0,35,Direct,E,Other,Female,Low,3,3,1,34,Life,Low,2,31,3,0
12541,0,37,Direct,E,No,Female,High,1,2,10,10,Life,High,8,30,0,1
12542,0,59,Direct,E,No,Female,High,1,2,3,2,Life,High,8,12,4,1
12543,0,26,Direct,E,No,Female,Medium,2,2,1,24,Life,Medium,7,34,0,1
12544,0,57,Direct,E,Yes,Female,Low,3,2,2,1,Life,Low,7,2,1,0
12545,0,43,Direct,E,Other,Female,High,1,2,9,17,Life,High,1,14,4,1
12546,0,48,Direct,E,No,Female,Low,3,1,3,17,Life,Low,8,15,0,0
12547,0,45,Direct,E,Yes,Female,Low,3,2,1,34,Life,Low,5,9,0,1
12548,0,20,Direct,E,No,Female,Medium,2,3,7,12,Life,Medium,5,15,4,1
12549,0,45,Direct,E,No,Female,Low,3,2,2,18,Life,Low,3,12,0,0
12550,0,38,Direct,E,Yes,Female,Low,3,3,8,3,Life,Low,2,27,3,0
12551,0,31,Direct,E,No,Female,High,1,2,10,34,Life,High,5,35,2,0
12552,0,55,Direct,E,No,Female,Medium,2,3,3,1,Life,Medium,7,22,1,1
12553,0,23,Direct,E,Yes,Female,High,1,3,9,13,Life,High,5,17,4,0
12554,0,21,Direct,E,Yes,Female,Medium,2,3,9,2,Life,Medium,6,6,4,0
12555,0,38,Direct,E,Other,Female,High,1,3,10,1,Life,High,1,28,0,1
12556,0,55,Direct,E,Other,Female,High,1,2,7,26,Life,High,9,36,2,1
12557,0,21,Direct,E,Other,Female,Medium,2,3,9,10,Life,Medium,5,23,2,0
12558,0,26,Direct,E,Yes,Female,Medium,2,3,1,27,Life,Medium,9,31,2,0
12559,0,34,Direct,E,Other,Female,High,1,3,2,26,Life,High,5,36,0,0
12560,0,60,Direct,E,No,Female,Low,3,2,9,28,Life,Low,7,22,4,1
12561,0,29,Direct,E,Yes,Female,High,1,2,10,36,Life,High,1,23,1,1
12562,0,30,Direct,E,Yes,Female,High,1,1,6,28,Life,High,9,23,0,1
12563,0,23,Direct,E,No,Female,High,1,3,8,17,Life,High,3,34,2,1
12564,0,54,Direct,E,No,Female,High,1,2,3,20,Life,High,9,36,3,1
12565,0,28,Direct,E,Other,Female,High,1,2,1,13,Life,High,8,14,4,1
12566,0,59,Direct,E,Yes,Female,Low,3,3,4,14,Life,Low,8,31,4,1
12567,0,33,Direct,E,Yes,Female,High,1,3,2,26,Life,High,7,20,2,0
12568,0,36,Direct,E,Other,Female,Low,3,3,2,34,Life,Low,2,1,1,0
12569,0,28,Direct,E,No,Female,Low,3,1,6,27,Life,Low,3,30,4,1
12570,0,24,Direct,E,Other,Female,High,1,2,3,29,Life,High,10,31,3,0
12571,0,21,Direct,E,Other,Female,Medium,2,2,9,6,Life,Medium,1,10,1,1
12572,0,38,Direct,E,No,Female,Low,3,3,8,28,Life,Low,5,3,2,1
12573,0,33,Direct,E,No,Female,Low,3,2,2,33,Life,Low,4,29,0,1
12574,0,42,Direct,E,No,Female,Medium,2,3,10,16,Life,Medium,9,25,2,1
12575,0,25,Direct,E,No,Female,Low,3,2,8,12,Life,Low,9,33,1,1
12576,0,50,Direct,E,No,Female,Low,3,1,6,12,Life,Low,6,9,3,1
12577,0,41,Direct,E,Yes,Female,Medium,2,1,8,2,Life,Medium,5,26,0,1
12578,0,29,Direct,E,Yes,Female,Low,3,1,8,20,Life,Low,5,36,4,1
12579,0,40,Direct,E,Yes,Female,Low,3,1,6,12,Life,Low,9,13,0,1
12580,0,29,Direct,E,Yes,Female,Low,3,2,3,21,Life,Low,2,9,4,1
12581,0,50,Direct,E,Yes,Female,Medium,2,2,10,35,Life,Medium,8,33,4,1
12582,0,40,Direct,E,Yes,Female,Low,3,2,2,16,Life,Low,10,36,1,1
12583,0,59,Direct,E,No,Female,Medium,2,1,8,30,Life,Medium,2,12,0,0
12584,0,55,Direct,E,Yes,Female,Low,3,1,10,15,Life,Low,6,2,0,1
12585,0,39,Direct,E,Yes,Female,High,1,2,1,30,Life,High,4,19,2,0
12586,0,24,Direct,E,Other,Female,Low,3,3,3,18,Life,Low,4,9,2,1
12587,0,53,Direct,E,No,Female,High,1,3,8,29,Life,High,7,13,0,0
12588,0,41,Direct,E,Other,Female,Low,3,1,1,16,Life,Low,7,10,2,1
12589,0,55,Direct,E,Yes,Female,Medium,2,3,6,7,Life,Medium,1,15,0,0
12590,0,59,Direct,E,Other,Female,Medium,2,1,7,34,Life,Medium,7,34,2,1
12591,0,33,Direct,E,Yes,Female,High,1,2,6,18,Life,High,2,29,2,0
12592,0,28,Direct,E,No,Female,Medium,2,3,1,2,Life,Medium,3,7,2,0
12593,0,34,Direct,E,Yes,Female,High,1,3,3,13,Life,High,9,9,3,0
12594,0,39,Direct,E,Yes,Female,High,1,1,2,12,Life,High,10,3,3,0
12595,0,57,Direct,E,No,Female,Medium,2,2,10,20,Life,Medium,6,17,3,1
12596,0,30,Direct,E,No,Female,Low,3,2,3,32,Life,Low,4,10,3,0
12597,0,27,Direct,E,Yes,Female,High,1,1,9,13,Life,High,10,34,3,0
12598,0,20,Direct,E,Yes,Female,Low,3,3,2,14,Life,Low,4,2,4,1
12599,0,47,Direct,E,No,Female,High,1,1,3,4,Life,High,5,21,0,1
12600,0,32,Direct,E,No,Female,High,1,1,7,7,Life,High,6,6,2,1
12601,0,38,Direct,E,Other,Female,Low,3,3,8,19,Life,Low,8,34,1,1
12602,0,37,Direct,E,Yes,Female,Medium,2,3,6,35,Life,Medium,1,36,1,1
12603,0,42,Direct,E,Yes,Female,High,1,2,4,31,Life,High,7,34,3,1
12604,0,53,Direct,E,Other,Female,Low,3,1,10,10,Life,Low,5,3,1,0
12605,0,52,Direct,E,Other,Female,Medium,2,3,3,8,Life,Medium,3,28,2,0
12606,0,53,Direct,E,No,Female,Medium,2,1,10,27,Life,Medium,2,2,3,0
12607,0,36,Direct,E,Other,Female,Medium,2,3,10,34,Life,Medium,7,13,0,0
12608,0,56,Direct,E,Other,Female,Medium,2,3,2,7,Life,Medium,1,19,0,0
12609,0,32,Direct,E,No,Female,High,1,1,9,17,Life,High,3,15,0,1
12610,0,42,Direct,E,Yes,Female,Medium,2,2,1,15,Life,Medium,4,9,4,1
12611,0,39,Direct,E,No,Female,Medium,2,1,3,6,Life,Medium,3,14,3,0
12612,0,36,Direct,E,Yes,Female,Low,3,2,4,34,Life,Low,6,15,2,1
12613,0,28,Direct,E,Yes,Female,High,1,3,4,31,Life,High,3,12,1,0
12614,0,34,Direct,E,No,Female,Low,3,3,6,4,Life,Low,9,32,4,0
12615,0,55,Direct,E,No,Female,Low,3,2,7,5,Life,Low,1,31,2,0
12616,0,46,Direct,E,Other,Female,Low,3,3,1,18,Life,Low,10,33,3,1
12617,0,42,Direct,E,No,Female,High,1,1,9,3,Life,High,8,11,1,1
12618,0,42,Direct,E,No,Female,High,1,1,10,25,Life,High,6,2,3,0
12619,0,40,Direct,E,Yes,Female,Low,3,3,10,21,Life,Low,4,15,0,1
12620,0,40,Direct,E,Other,Female,Medium,2,2,7,15,Life,Medium,9,22,4,0
12621,0,45,Direct,E,Yes,Female,High,1,3,5,31,Life,High,7,27,4,0
12622,0,20,Direct,E,No,Female,Medium,2,1,4,34,Life,Medium,1,8,1,1
12623,0,56,Direct,E,Yes,Female,High,1,1,10,35,Life,High,6,17,0,1
12624,0,30,Direct,E,Other,Female,Medium,2,1,3,31,Life,Medium,9,8,3,0
12625,0,28,Direct,E,No,Female,Low,3,1,8,31,Life,Low,7,25,4,1
12626,0,31,Direct,E,No,Female,Medium,2,3,1,32,Life,Medium,4,32,3,1
12627,0,20,Direct,E,No,Female,High,1,2,7,32,Life,High,6,31,1,1
12628,0,48,Direct,E,No,Female,Low,3,1,2,5,Life,Low,8,26,2,1
12629,0,23,Direct,E,Other,Female,High,1,3,8,12,Life,High,5,5,1,1
12630,0,59,Direct,E,No,Female,Low,3,3,2,19,Life,Low,5,36,0,0
12631,0,45,Direct,E,Other,Female,Low,3,1,5,21,Life,Low,4,20,1,0
12632,0,37,Direct,E,Yes,Female,High,1,1,7,35,Life,High,7,24,2,1
12633,0,32,Direct,E,Yes,Female,Low,3,1,3,6,Life,Low,7,1,0,0
12634,0,50,Direct,E,Yes,Female,High,1,3,4,27,Life,High,4,3,4,0
12635,0,37,Direct,E,Other,Female,Low,3,1,6,4,Life,Low,5,14,2,0
12636,0,21,Direct,E,Yes,Female,High,1,1,5,28,Life,High,4,16,1,0
12637,0,43,Direct,E,Yes,Female,Low,3,1,1,15,Life,Low,2,32,1,1
12638,0,27,Direct,E,Yes,Female,Medium,2,3,9,19,Life,Medium,10,1,4,1
12639,0,45,Direct,E,Yes,Female,High,1,2,9,28,Life,High,2,33,3,1
12640,0,20,Direct,E,Yes,Female,Low,3,2,3,23,Life,Low,4,13,0,1
12641,0,51,Direct,E,Yes,Female,Low,3,2,2,24,Life,Low,3,14,3,0
12642,0,37,Direct,E,No,Female,High,1,3,8,30,Life,High,7,19,0,1
12643,0,29,Direct,E,Yes,Female,Low,3,3,6,24,Life,Low,10,3,2,1
12644,0,44,Direct,E,Yes,Female,Medium,2,2,2,27,Life,Medium,10,24,4,0
12645,0,23,Direct,E,No,Female,High,1,1,10,12,Life,High,8,28,3,0
12646,0,27,Direct,E,Other,Female,High,1,3,7,16,Life,High,1,31,3,1
12647,0,28,Direct,E,Other,Female,Medium,2,2,1,8,Life,Medium,9,33,0,0
12648,0,51,Direct,E,No,Female,Medium,2,2,4,20,Life,Medium,4,8,2,0
12649,0,57,Direct,E,Other,Female,High,1,3,7,7,Life,High,4,24,0,1
12650,0,56,Direct,E,Other,Female,Medium,2,1,6,30,Life,Medium,4,16,1,1
12651,0,44,Direct,E,Yes,Female,High,1,3,7,16,Life,High,6,23,2,0
12652,0,39,Direct,E,Yes,Female,Low,3,2,5,2,Life,Low,2,8,1,0
12653,0,43,Direct,E,No,Female,Low,3,2,7,14,Life,Low,8,14,2,0
12654,0,22,Direct,E,No,Female,Medium,2,1,7,34,Life,Medium,2,25,0,0
12655,0,53,Direct,E,Other,Female,High,1,2,6,27,Life,High,8,23,0,1
12656,0,34,Direct,E,Yes,Female,Low,3,2,8,6,Life,Low,4,33,0,1
12657,0,46,Direct,E,Other,Female,Medium,2,2,4,14,Life,Medium,5,17,0,1
12658,0,21,Direct,E,Yes,Female,Medium,2,3,1,23,Life,Medium,1,34,4,0
12659,0,51,Direct,E,Other,Female,High,1,1,7,36,Life,High,2,16,0,1
12660,0,47,Direct,E,Yes,Female,Medium,2,3,6,19,Life,Medium,9,24,2,1
12661,0,30,Direct,E,Yes,Female,Medium,2,3,9,11,Life,Medium,3,4,0,1
12662,0,54,Direct,E,Other,Female,Low,3,2,8,17,Life,Low,10,34,1,0
12663,0,35,Direct,E,Yes,Female,Medium,2,1,10,36,Life,Medium,9,26,1,1
12664,0,31,Direct,E,No,Female,Low,3,1,6,35,Life,Low,7,21,3,0
12665,0,21,Direct,E,Yes,Female,Low,3,3,9,30,Life,Low,8,22,3,0
12666,0,60,Direct,E,Yes,Female,Low,3,1,6,25,Life,Low,2,9,2,1
12667,0,59,Direct,E,Yes,Female,Medium,2,3,6,11,Life,Medium,7,18,4,0
